SECTOR,DATE,AVG_RETURN
AUTO,2022-04-05,1.0784
AUTO,2022-04-06,0.1355
AUTO,2022-04-07,-0.2547
AUTO,2022-04-08,1.0696
AUTO,2022-04-11,-0.1733
AUTO,2022-04-12,-0.9241
AUTO,2022-04-13,-0.8749
AUTO,2022-04-18,0.6958
AUTO,2022-04-19,-1.6974
AUTO,2022-04-20,2.2253
AUTO,2022-04-21,1.908
AUTO,2022-04-22,-0.6876
AUTO,2022-04-25,-0.9202
AUTO,2022-04-26,3.4276
AUTO,2022-04-27,-0.129
AUTO,2022-04-28,0.311
AUTO,2022-04-29,-1.4944
AUTO,2022-05-02,-1.3016
AUTO,2022-05-04,-3.1419
AUTO,2022-05-05,0.8519
AUTO,2022-05-06,-1.4012
AUTO,2022-05-09,-0.665
AUTO,2022-05-10,0.2876
AUTO,2022-05-11,-0.5641
AUTO,2022-05-12,-1.7712
AUTO,2022-05-13,3.0842
AUTO,2022-05-16,2.5994
AUTO,2022-05-17,2.4601
AUTO,2022-05-18,-0.0241
AUTO,2022-05-19,-2.1838
AUTO,2022-05-20,3.0159
AUTO,2022-05-23,2.1881
AUTO,2022-05-24,0.7217
AUTO,2022-05-25,-1.1584
AUTO,2022-05-26,0.7164
AUTO,2022-05-27,1.7268
AUTO,2022-05-30,1.6523
AUTO,2022-05-31,0.3353
AUTO,2022-06-01,-0.2064
AUTO,2022-06-02,-0.6118
AUTO,2022-06-03,-1.838
AUTO,2022-06-06,0.1182
AUTO,2022-06-07,0.9059
AUTO,2022-06-08,0.1114
AUTO,2022-06-09,0.6726
AUTO,2022-06-10,-0.1096
AUTO,2022-06-13,-1.8946
AUTO,2022-06-14,-0.5957
AUTO,2022-06-15,0.8603
AUTO,2022-06-16,-2.3201
AUTO,2022-06-17,-0.9972
AUTO,2022-06-20,-0.4912
AUTO,2022-06-21,2.1913
AUTO,2022-06-22,-0.7172
AUTO,2022-06-23,4.8308
AUTO,2022-06-24,1.9642
AUTO,2022-06-27,0.5781
AUTO,2022-06-28,1.3051
AUTO,2022-06-29,0.321
AUTO,2022-06-30,-1.2521
AUTO,2022-07-01,0.1114
AUTO,2022-07-04,-0.4051
AUTO,2022-07-05,-0.6364
AUTO,2022-07-06,2.3896
AUTO,2022-07-07,1.0926
AUTO,2022-07-08,0.0817
AUTO,2022-07-11,1.2478
AUTO,2022-07-12,-1.1074
AUTO,2022-07-13,-0.0866
AUTO,2022-07-14,-0.4455
AUTO,2022-07-15,2.3294
AUTO,2022-07-18,0.5771
AUTO,2022-07-19,0.4667
AUTO,2022-07-20,0.058
AUTO,2022-07-21,0.5633
AUTO,2022-07-22,0.5465
AUTO,2022-07-25,-1.6431
AUTO,2022-07-26,-1.3565
AUTO,2022-07-27,0.2651
AUTO,2022-07-28,0.1719
AUTO,2022-07-29,1.7948
AUTO,2022-08-01,2.9022
AUTO,2022-08-02,-0.0656
AUTO,2022-08-03,-0.4498
AUTO,2022-08-04,0.0658
AUTO,2022-08-05,-0.8001
AUTO,2022-08-08,0.7313
AUTO,2022-08-10,0.6956
AUTO,2022-08-11,-0.1608
AUTO,2022-08-12,-0.127
AUTO,2022-08-16,2.5058
AUTO,2022-08-17,0.0047
AUTO,2022-08-18,-0.1354
AUTO,2022-08-19,-1.1573
AUTO,2022-08-22,-2.1314
AUTO,2022-08-23,1.9523
AUTO,2022-08-24,0.2718
AUTO,2022-08-25,-0.374
AUTO,2022-08-26,0.1622
AUTO,2022-08-29,-0.5092
AUTO,2022-08-30,2.4805
AUTO,2022-09-01,1.2675
AUTO,2022-09-02,-0.3691
AUTO,2022-09-05,-0.0012
AUTO,2022-09-06,0.0334
AUTO,2022-09-07,-1.4335
AUTO,2022-09-08,0.6176
AUTO,2022-09-09,0.4984
AUTO,2022-09-12,0.3144
AUTO,2022-09-13,-0.0531
AUTO,2022-09-14,-0.2864
AUTO,2022-09-15,0.2008
AUTO,2022-09-16,-2.4277
AUTO,2022-09-19,0.7019
AUTO,2022-09-20,2.1142
AUTO,2022-09-21,-0.6055
AUTO,2022-09-22,0.7529
AUTO,2022-09-23,-1.8068
AUTO,2022-09-26,-3.5095
AUTO,2022-09-27,-0.5213
AUTO,2022-09-28,-0.252
AUTO,2022-09-29,-0.5628
AUTO,2022-09-30,1.404
AUTO,2022-10-03,-2.2852
AUTO,2022-10-04,2.6513
AUTO,2022-10-06,0.7569
AUTO,2022-10-07,0.0544
AUTO,2022-10-10,-1.0502
AUTO,2022-10-11,-1.8791
AUTO,2022-10-12,1.2052
AUTO,2022-10-13,-0.2913
AUTO,2022-10-14,-0.376
AUTO,2022-10-17,0.54
AUTO,2022-10-18,1.7219
AUTO,2022-10-19,-0.0642
AUTO,2022-10-20,-0.1439
AUTO,2022-10-21,-0.2279
AUTO,2022-10-24,0.7298
AUTO,2022-10-25,0.99
AUTO,2022-10-27,-0.0049
AUTO,2022-10-28,1.4622
AUTO,2022-10-31,1.5233
AUTO,2022-11-01,-0.1412
AUTO,2022-11-02,-0.9179
AUTO,2022-11-03,-0.2618
AUTO,2022-11-04,-0.3601
AUTO,2022-11-07,1.1054
AUTO,2022-11-09,0.0136
AUTO,2022-11-10,-1.5785
AUTO,2022-11-11,-0.4671
AUTO,2022-11-14,0.7275
AUTO,2022-11-15,0.3505
AUTO,2022-11-16,-0.2803
AUTO,2022-11-17,-1.4672
AUTO,2022-11-18,-1.2852
AUTO,2022-11-21,-0.926
AUTO,2022-11-22,0.2198
AUTO,2022-11-23,0.2205
AUTO,2022-11-24,0.3721
AUTO,2022-11-25,0.8452
AUTO,2022-11-28,0.8097
AUTO,2022-11-29,-0.3552
AUTO,2022-11-30,1.5374
AUTO,2022-12-01,-0.3829
AUTO,2022-12-02,-1.5707
AUTO,2022-12-05,-0.4534
AUTO,2022-12-06,-0.1277
AUTO,2022-12-07,-1.0443
AUTO,2022-12-08,0.2669
AUTO,2022-12-09,-0.2579
AUTO,2022-12-12,0.0447
AUTO,2022-12-13,0.2765
AUTO,2022-12-14,0.3948
AUTO,2022-12-15,-0.4686
AUTO,2022-12-16,-1.0884
AUTO,2022-12-19,1.8398
AUTO,2022-12-20,-0.7778
AUTO,2022-12-21,-1.2754
AUTO,2022-12-22,-0.9872
AUTO,2022-12-23,-2.6233
AUTO,2022-12-26,1.3546
AUTO,2022-12-27,1.1199
AUTO,2022-12-28,0.8987
AUTO,2022-12-29,0.5395
AUTO,2022-12-30,-0.3502
AUTO,2023-01-02,0.4396
AUTO,2023-01-03,-0.6071
AUTO,2023-01-04,-0.882
AUTO,2023-01-05,1.2276
AUTO,2023-01-06,-0.345
AUTO,2023-01-09,0.9638
AUTO,2023-01-10,-0.0501
AUTO,2023-01-11,-0.4268
AUTO,2023-01-12,-0.3334
AUTO,2023-01-13,0.6782
AUTO,2023-01-16,-0.4038
AUTO,2023-01-17,0.5334
AUTO,2023-01-18,0.0832
AUTO,2023-01-19,-0.383
AUTO,2023-01-20,-0.9479
AUTO,2023-01-23,1.2134
AUTO,2023-01-24,1.0938
AUTO,2023-01-25,0.6556
AUTO,2023-01-27,1.567
AUTO,2023-01-30,-0.8317
AUTO,2023-01-31,1.7681
AUTO,2023-02-01,-0.9761
AUTO,2023-02-02,-0.4322
AUTO,2023-02-03,1.5783
AUTO,2023-02-06,-0.1083
AUTO,2023-02-07,-0.8733
AUTO,2023-02-08,-0.2713
AUTO,2023-02-09,-0.3385
AUTO,2023-02-10,0.3678
AUTO,2023-02-13,0.0501
AUTO,2023-02-14,-0.2666
AUTO,2023-02-15,1.5093
AUTO,2023-02-16,-0.104
AUTO,2023-02-17,-0.839
AUTO,2023-02-20,0.2566
AUTO,2023-02-21,-0.5969
AUTO,2023-02-22,-1.1964
AUTO,2023-02-23,-0.1806
AUTO,2023-02-24,-0.7323
AUTO,2023-02-27,-1.9963
AUTO,2023-02-28,0.3902
AUTO,2023-03-01,0.4862
AUTO,2023-03-02,-0.4645
AUTO,2023-03-03,0.5583
AUTO,2023-03-06,1.0438
AUTO,2023-03-08,0.8224
AUTO,2023-03-09,-1.5719
AUTO,2023-03-10,-0.2516
AUTO,2023-03-13,-2.2528
AUTO,2023-03-14,-0.9724
AUTO,2023-03-15,-0.517
AUTO,2023-03-16,0.86
AUTO,2023-03-17,-0.4214
AUTO,2023-03-20,-1.022
AUTO,2023-03-21,0.3963
AUTO,2023-03-22,0.6337
AUTO,2023-03-23,-0.1886
AUTO,2023-03-24,-0.8804
AUTO,2023-03-27,-0.6365
AUTO,2023-03-28,-1.1863
AUTO,2023-03-29,2.2043
AUTO,2023-03-31,1.0521
AUTO,2023-04-03,1.8222
AUTO,2023-04-05,-0.859
AUTO,2023-04-06,0.9793
AUTO,2023-04-10,1.4498
AUTO,2023-04-11,1.1855
AUTO,2023-04-12,0.926
AUTO,2023-04-13,0.6886
AUTO,2023-04-17,0.3174
AUTO,2023-04-18,-0.2527
AUTO,2023-04-19,0.3462
AUTO,2023-04-20,-0.0695
AUTO,2023-04-21,-1.1977
AUTO,2023-04-24,0.2504
AUTO,2023-04-25,0.5831
AUTO,2023-04-26,0.4801
AUTO,2023-04-27,0.8271
AUTO,2023-04-28,1.039
AUTO,2023-05-02,0.3683
AUTO,2023-05-03,-0.0419
AUTO,2023-05-04,0.2246
AUTO,2023-05-05,0.5523
AUTO,2023-05-08,1.8676
AUTO,2023-05-09,0.2786
AUTO,2023-05-10,0.6979
AUTO,2023-05-11,0.1292
AUTO,2023-05-12,1.3323
AUTO,2023-05-15,1.2022
AUTO,2023-05-16,-0.7921
AUTO,2023-05-17,0.177
AUTO,2023-05-18,-0.7211
AUTO,2023-05-19,0.57
AUTO,2023-05-22,-0.1541
AUTO,2023-05-23,0.5987
AUTO,2023-05-24,0.1547
AUTO,2023-05-25,0.0632
AUTO,2023-05-26,0.4984
AUTO,2023-05-29,0.7933
AUTO,2023-05-30,-0.3719
AUTO,2023-05-31,0.1296
AUTO,2023-06-01,0.4787
AUTO,2023-06-02,1.1082
AUTO,2023-06-05,0.9422
AUTO,2023-06-06,1.3126
AUTO,2023-06-07,0.9387
AUTO,2023-06-08,-0.736
AUTO,2023-06-09,-0.721
AUTO,2023-06-12,0.3492
AUTO,2023-06-13,0.0631
AUTO,2023-06-14,0.2065
AUTO,2023-06-15,-0.4029
AUTO,2023-06-16,0.6442
AUTO,2023-06-19,-0.5425
AUTO,2023-06-20,0.7667
AUTO,2023-06-21,-0.3907
AUTO,2023-06-22,-0.6272
AUTO,2023-06-23,-1.0356
AUTO,2023-06-26,1.0356
AUTO,2023-06-27,0.1736
AUTO,2023-06-28,0.9928
AUTO,2023-06-30,1.5262
AUTO,2023-07-03,-0.2991
AUTO,2023-07-04,-0.6627
AUTO,2023-07-05,1.6784
AUTO,2023-07-06,0.4747
AUTO,2023-07-07,-0.0307
AUTO,2023-07-10,-0.3632
AUTO,2023-07-11,1.3988
AUTO,2023-07-12,-0.0415
AUTO,2023-07-13,-0.5182
AUTO,2023-07-14,0.7549
AUTO,2023-07-17,-0.3597
AUTO,2023-07-18,0.1016
AUTO,2023-07-19,-0.1976
AUTO,2023-07-20,0.5564
AUTO,2023-07-21,0.3586
AUTO,2023-07-24,0.0244
AUTO,2023-07-25,1.2047
AUTO,2023-07-26,-0.1816
AUTO,2023-07-27,-1.0148
AUTO,2023-07-28,0.0977
AUTO,2023-07-31,1.1965
AUTO,2023-08-01,-0.2693
AUTO,2023-08-02,-1.7012
AUTO,2023-08-03,-0.4673
AUTO,2023-08-04,-0.5544
AUTO,2023-08-07,0.2722
AUTO,2023-08-08,0.2039
AUTO,2023-08-09,1.0085
AUTO,2023-08-10,-0.2563
AUTO,2023-08-11,-0.465
AUTO,2023-08-14,-0.2818
AUTO,2023-08-16,0.4204
AUTO,2023-08-17,-0.0592
AUTO,2023-08-18,-0.3244
AUTO,2023-08-21,0.1305
AUTO,2023-08-22,0.3421
AUTO,2023-08-23,0.0687
AUTO,2023-08-24,-0.3923
AUTO,2023-08-25,-0.7896
AUTO,2023-08-28,0.6608
AUTO,2023-08-29,0.994
AUTO,2023-08-30,0.734
AUTO,2023-08-31,-0.6848
AUTO,2023-09-01,1.5137
AUTO,2023-09-04,-0.0644
AUTO,2023-09-05,-0.0688
AUTO,2023-09-06,-0.0732
AUTO,2023-09-07,0.3702
AUTO,2023-09-08,0.6423
AUTO,2023-09-11,1.1052
AUTO,2023-09-12,-1.3156
AUTO,2023-09-13,-0.4964
AUTO,2023-09-14,0.6787
AUTO,2023-09-15,2.2498
AUTO,2023-09-18,1.0057
AUTO,2023-09-20,-0.678
AUTO,2023-09-21,-1.4997
AUTO,2023-09-22,0.0749
AUTO,2023-09-25,0.05
AUTO,2023-09-26,0.6878
AUTO,2023-09-27,-0.1139
AUTO,2023-09-28,-1.2741
AUTO,2023-09-29,1.0919
AUTO,2023-10-03,-1.1633
AUTO,2023-10-04,-1.2985
AUTO,2023-10-05,0.8258
AUTO,2023-10-06,0.3811
AUTO,2023-10-09,-0.6577
AUTO,2023-10-10,1.0122
AUTO,2023-10-11,1.3306
AUTO,2023-10-12,0.6772
AUTO,2023-10-13,0.6934
AUTO,2023-10-16,0.444
AUTO,2023-10-17,0.212
AUTO,2023-10-18,0.0303
AUTO,2023-10-19,1.3225
AUTO,2023-10-20,-0.8598
AUTO,2023-10-23,-1.2091
AUTO,2023-10-25,-0.6603
AUTO,2023-10-26,-1.6516
AUTO,2023-10-27,1.258
AUTO,2023-10-30,-0.7218
AUTO,2023-10-31,-0.7966
AUTO,2023-11-01,-0.6428
AUTO,2023-11-02,0.7175
AUTO,2023-11-03,1.0018
AUTO,2023-11-06,1.044
AUTO,2023-11-07,-0.3238
AUTO,2023-11-08,0.8447
AUTO,2023-11-09,0.7294
AUTO,2023-11-10,-0.4069
AUTO,2023-11-13,0.1166
AUTO,2023-11-15,1.8883
AUTO,2023-11-16,0.8541
AUTO,2023-11-17,1.1378
AUTO,2023-11-20,-0.6704
AUTO,2023-11-21,0.8134
AUTO,2023-11-22,0.1905
AUTO,2023-11-23,1.3278
AUTO,2023-11-24,-0.01
AUTO,2023-11-28,1.1239
AUTO,2023-11-29,1.7419
AUTO,2023-11-30,0.8114
AUTO,2023-12-01,-0.6794
AUTO,2023-12-04,1.4645
AUTO,2023-12-05,0.2301
AUTO,2023-12-06,-0.2848
AUTO,2023-12-07,0.5123
AUTO,2023-12-08,-1.0504
AUTO,2023-12-11,0.1392
AUTO,2023-12-12,-0.5157
AUTO,2023-12-13,1.8323
AUTO,2023-12-14,0.7962
AUTO,2023-12-15,-0.1654
AUTO,2023-12-18,0.3017
AUTO,2023-12-19,-0.8617
AUTO,2023-12-20,-2.0004
AUTO,2023-12-21,-0.1636
AUTO,2023-12-22,1.5546
AUTO,2023-12-26,1.2182
AUTO,2023-12-27,1.4233
AUTO,2023-12-28,0.8075
AUTO,2023-12-29,1.243
AUTO,2024-01-01,-0.3372
AUTO,2024-01-02,-1.8405
AUTO,2024-01-03,0.219
AUTO,2024-01-04,-0.3678
AUTO,2024-01-05,0.168
AUTO,2024-01-08,0.0581
AUTO,2024-01-09,0.6712
AUTO,2024-01-10,-0.0722
AUTO,2024-01-11,1.7864
AUTO,2024-01-12,-0.017
AUTO,2024-01-15,-0.3374
AUTO,2024-01-16,-0.0506
AUTO,2024-01-17,-1.3192
AUTO,2024-01-18,0.051
AUTO,2024-01-19,0.7172
AUTO,2024-01-23,-1.2354
AUTO,2024-01-24,0.9338
AUTO,2024-01-25,0.1279
AUTO,2024-01-29,1.5933
AUTO,2024-01-30,0.0818
AUTO,2024-01-31,2.1323
AUTO,2024-02-01,0.5412
AUTO,2024-02-02,0.5087
AUTO,2024-02-05,1.1427
AUTO,2024-02-06,1.4148
AUTO,2024-02-07,-0.1266
AUTO,2024-02-08,-1.166
AUTO,2024-02-09,-0.1715
AUTO,2024-02-12,-0.5201
AUTO,2024-02-13,0.3357
AUTO,2024-02-14,1.4214
AUTO,2024-02-15,1.1244
AUTO,2024-02-16,1.8734
AUTO,2024-02-19,-0.0404
AUTO,2024-02-20,-1.09
AUTO,2024-02-21,-0.6872
AUTO,2024-02-22,1.7063
AUTO,2024-02-23,-0.0372
AUTO,2024-02-26,0.2261
AUTO,2024-02-27,0.3444
AUTO,2024-02-28,-2.3112
AUTO,2024-02-29,0.0522
AUTO,2024-03-01,2.3462
AUTO,2024-03-04,-0.3867
AUTO,2024-03-05,1.1971
AUTO,2024-03-06,0.4552
AUTO,2024-03-07,0.0732
AUTO,2024-03-11,-0.6026
AUTO,2024-03-12,-0.4562
AUTO,2024-03-13,-2.8832
AUTO,2024-03-14,1.1256
AUTO,2024-03-15,-1.841
AUTO,2024-03-18,0.7863
AUTO,2024-03-19,-0.1171
AUTO,2024-03-20,0.5216
AUTO,2024-03-21,1.3083
AUTO,2024-03-22,1.6432
AUTO,2024-03-26,-0.0184
AUTO,2024-03-27,0.5821
AUTO,2024-03-28,1.5999
AUTO,2024-04-01,-0.3792
AUTO,2024-04-02,0.6295
AUTO,2024-04-03,-0.621
AUTO,2024-04-04,0.3109
AUTO,2024-04-05,-0.1498
AUTO,2024-04-08,2.1576
AUTO,2024-04-09,-0.3821
AUTO,2024-04-10,0.0977
AUTO,2024-04-12,-0.7973
AUTO,2024-04-15,-1.2207
AUTO,2024-04-16,-0.0571
AUTO,2024-04-18,-1.1656
AUTO,2024-04-19,-0.1641
AUTO,2024-04-22,1.4246
AUTO,2024-04-23,0.6574
AUTO,2024-04-24,0.2974
AUTO,2024-04-25,1.1903
AUTO,2024-04-26,0.3225
AUTO,2024-04-29,-0.2183
AUTO,2024-04-30,1.9386
AUTO,2024-05-02,1.4
AUTO,2024-05-03,-0.5383
AUTO,2024-05-06,-0.0924
AUTO,2024-05-07,-2.0384
AUTO,2024-05-08,1.2344
AUTO,2024-05-09,1.0059
AUTO,2024-05-10,1.2246
AUTO,2024-05-13,-0.9584
AUTO,2024-05-14,2.1201
AUTO,2024-05-15,-0.8925
AUTO,2024-05-16,0.7124
AUTO,2024-05-17,1.2029
AUTO,2024-05-21,-0.3823
AUTO,2024-05-22,-0.3693
AUTO,2024-05-23,2.493
AUTO,2024-05-24,0.1516
AUTO,2024-05-27,0.5071
AUTO,2024-05-28,-0.0142
AUTO,2024-05-29,-0.5014
AUTO,2024-05-30,-1.0449
AUTO,2024-05-31,-0.0964
AUTO,2024-06-03,2.4695
AUTO,2024-06-04,-3.1613
AUTO,2024-06-05,4.8237
AUTO,2024-06-06,0.6669
AUTO,2024-06-07,1.913
AUTO,2024-06-10,0.2789
AUTO,2024-06-11,0.9834
AUTO,2024-06-12,0.0527
AUTO,2024-06-13,0.2908
AUTO,2024-06-14,1.2366
AUTO,2024-06-18,-0.5818
AUTO,2024-06-19,-1.6521
AUTO,2024-06-20,-0.644
AUTO,2024-06-21,-0.5568
AUTO,2024-06-24,0.9531
AUTO,2024-06-25,-0.5708
AUTO,2024-06-26,-0.9501
AUTO,2024-06-27,0.2712
AUTO,2024-06-28,0.2968
AUTO,2024-07-01,0.0513
AUTO,2024-07-02,-0.9615
AUTO,2024-07-03,-0.0918
AUTO,2024-07-04,0.5061
AUTO,2024-07-05,0.6943
BANKING,2022-01-03,2.5184
BANKING,2022-01-04,1.1508
BANKING,2022-01-05,2.2047
BANKING,2022-01-06,-0.1112
BANKING,2022-01-07,0.7934
BANKING,2022-01-10,1.848
BANKING,2022-01-11,0.2769
BANKING,2022-01-12,1.2937
BANKING,2022-01-13,0.0701
BANKING,2022-01-14,-0.3949
BANKING,2022-01-17,0.0403
BANKING,2022-01-18,-0.5456
BANKING,2022-01-19,0.0508
BANKING,2022-01-20,-0.7202
BANKING,2022-01-21,-1.4899
BANKING,2022-01-24,-0.9194
BANKING,2022-01-25,3.2566
BANKING,2022-01-27,1.2604
BANKING,2022-01-28,-0.5089
BANKING,2022-01-31,0.0946
BANKING,2022-02-01,1.4308
BANKING,2022-02-02,2.1835
BANKING,2022-02-03,-0.6057
BANKING,2022-02-04,-0.871
BANKING,2022-02-07,-1.3601
BANKING,2022-02-08,0.0048
BANKING,2022-02-09,1.6317
BANKING,2022-02-10,1.0656
BANKING,2022-02-11,-1.0762
BANKING,2022-02-14,-4.2775
BANKING,2022-02-15,3.7428
BANKING,2022-02-16,-0.5355
BANKING,2022-02-17,-1.043
BANKING,2022-02-18,0.0358
BANKING,2022-02-21,0.1052
BANKING,2022-02-22,-0.9953
BANKING,2022-02-23,0.6649
BANKING,2022-02-24,-6.0688
BANKING,2022-02-25,3.7128
BANKING,2022-02-28,-0.4771
BANKING,2022-03-02,-2.1535
BANKING,2022-03-03,-1.1234
BANKING,2022-03-04,-1.9794
BANKING,2022-03-07,-5.3122
BANKING,2022-03-08,1.1763
BANKING,2022-03-09,2.1164
BANKING,2022-03-10,2.0385
BANKING,2022-03-11,-0.0322
BANKING,2022-03-14,1.7953
BANKING,2022-03-15,-0.2925
BANKING,2022-03-16,2.9263
BANKING,2022-03-17,1.7218
BANKING,2022-03-21,-1.5258
BANKING,2022-03-22,1.3275
BANKING,2022-03-23,-0.54
BANKING,2022-03-24,-1.5141
BANKING,2022-03-25,0.0138
BANKING,2022-03-28,0.812
BANKING,2022-03-29,-0.042
BANKING,2022-03-30,1.0343
BANKING,2022-03-31,0.4952
BANKING,2022-04-01,2.6658
BANKING,2022-04-04,2.3969
BANKING,2022-04-05,-1.5984
BANKING,2022-04-06,-0.5899
BANKING,2022-04-07,0.0532
BANKING,2022-04-08,0.9845
BANKING,2022-04-11,-0.3611
BANKING,2022-04-12,0.594
BANKING,2022-04-13,-0.6176
BANKING,2022-04-18,-1.4458
BANKING,2022-04-19,-0.8189
BANKING,2022-04-20,-0.005
BANKING,2022-04-21,1.6645
BANKING,2022-04-22,-2.0672
BANKING,2022-04-25,-0.0911
BANKING,2022-04-26,1.3572
BANKING,2022-04-27,-1.0028
BANKING,2022-04-28,1.1803
BANKING,2022-04-29,-1.2702
BANKING,2022-05-02,0.2593
BANKING,2022-05-04,-2.2313
BANKING,2022-05-05,-0.6427
BANKING,2022-05-06,-1.8185
BANKING,2022-05-09,-0.7782
BANKING,2022-05-10,0.4695
BANKING,2022-05-11,0.3838
BANKING,2022-05-12,-3.6585
BANKING,2022-05-13,-0.7647
BANKING,2022-05-16,2.1117
BANKING,2022-05-17,1.9925
BANKING,2022-05-18,-0.6559
BANKING,2022-05-19,-2.9629
BANKING,2022-05-20,2.6699
BANKING,2022-05-23,-0.0262
BANKING,2022-05-24,-0.089
BANKING,2022-05-25,-0.2596
BANKING,2022-05-26,2.0184
BANKING,2022-05-27,1.7445
BANKING,2022-05-30,0.9444
BANKING,2022-05-31,-1.0536
BANKING,2022-06-01,0.477
BANKING,2022-06-02,0.4028
BANKING,2022-06-03,-1.4475
BANKING,2022-06-06,0.451
BANKING,2022-06-07,-0.4935
BANKING,2022-06-08,-0.0763
BANKING,2022-06-09,0.4419
BANKING,2022-06-10,-1.5291
BANKING,2022-06-13,-3.5173
BANKING,2022-06-14,0.089
BANKING,2022-06-15,-0.079
BANKING,2022-06-16,-2.3852
BANKING,2022-06-17,0.2347
BANKING,2022-06-20,-2.1507
BANKING,2022-06-21,2.006
BANKING,2022-06-22,-1.0922
BANKING,2022-06-23,0.5236
BANKING,2022-06-24,1.7668
BANKING,2022-06-27,0.6807
BANKING,2022-06-28,-0.5241
BANKING,2022-06-29,-1.3133
BANKING,2022-06-30,0.017
BANKING,2022-07-01,0.9552
BANKING,2022-07-04,1.5768
BANKING,2022-07-05,-0.3244
BANKING,2022-07-06,1.5016
BANKING,2022-07-07,1.5709
BANKING,2022-07-08,0.0827
BANKING,2022-07-11,1.0433
BANKING,2022-07-12,-0.5788
BANKING,2022-07-13,-0.8282
BANKING,2022-07-14,-0.4413
BANKING,2022-07-15,-0.0322
BANKING,2022-07-18,2.9071
BANKING,2022-07-19,1.6126
BANKING,2022-07-20,0.1979
BANKING,2022-07-21,1.3551
BANKING,2022-07-22,1.0521
BANKING,2022-07-25,-0.3799
BANKING,2022-07-26,-1.1192
BANKING,2022-07-27,1.4157
BANKING,2022-07-28,1.6952
BANKING,2022-07-29,0.0238
BANKING,2022-08-01,0.9928
BANKING,2022-08-02,0.9394
BANKING,2022-08-03,-0.3424
BANKING,2022-08-04,-0.966
BANKING,2022-08-05,0.0276
BANKING,2022-08-08,0.6978
BANKING,2022-08-10,-0.0489
BANKING,2022-08-11,1.4066
BANKING,2022-08-12,0.1841
BANKING,2022-08-16,0.6201
BANKING,2022-08-17,0.5146
BANKING,2022-08-18,0.8668
BANKING,2022-08-19,-2.0927
BANKING,2022-08-22,-1.544
BANKING,2022-08-23,1.2468
BANKING,2022-08-24,1.7963
BANKING,2022-08-25,-0.248
BANKING,2022-08-26,-0.3749
BANKING,2022-08-29,-1.9599
BANKING,2022-08-30,3.2467
BANKING,2022-09-01,-0.2222
BANKING,2022-09-02,0.2264
BANKING,2022-09-05,1.3494
BANKING,2022-09-06,-0.5818
BANKING,2022-09-07,-0.6415
BANKING,2022-09-08,1.7562
BANKING,2022-09-09,0.8526
BANKING,2022-09-12,0.1315
BANKING,2022-09-13,0.9813
BANKING,2022-09-14,1.7904
BANKING,2022-09-15,-0.5472
BANKING,2022-09-16,-0.978
BANKING,2022-09-19,0.4242
BANKING,2022-09-20,1.3672
BANKING,2022-09-21,-0.9977
BANKING,2022-09-22,-1.0587
BANKING,2022-09-23,-2.8832
BANKING,2022-09-26,-3.0018
BANKING,2022-09-27,-0.0649
BANKING,2022-09-28,-1.9053
BANKING,2022-09-29,0.1187
BANKING,2022-09-30,2.8478
